MES,PRODUTO,NUMERO_DE_POSTOS_PESQUISADOS,UNIDADE_DE_MEDIDA,PRECO_MEDIO_REVENDA,DESVIO_PADRAO_REVENDA,PRECO_MINIMO_REVENDA,PRECO_MAXIMO_REVENDA,MARGEM_MEDIA_REVENDA,COEF_DE_VARIACAO_REVENDA,PRECO_MEDIO_DISTRIBUICAO,DESVIO_PADRAO_DISTRIBUICAO,PRECO_MINIMO_DISTRIBUICAO,PRECO_MAXIMO_DISTRIBUICAO,COEF_DE_VARIACAO_DISTRIBUICAO,PRECO_MEDIO_REVENDA_DEFLACIONADO
1,2001-07-31,GASOLINA,18708,R$/l,1.681,0.099,1.379,2,0.214,0.059,1.467,0.076,0.895,1.791,0.052,5.54561403508772
2,2001-08-31,GASOLINA,29950,R$/l,1.711,0.092,1.44,2.38,0.207,0.054,1.504,0.052,1.023,1.75,0.034,5.30830245614035
3,2001-09-30,GASOLINA,34530,R$/l,1.718,0.1,1.43,2.38,0.214,0.058,1.504,0.054,1.009,1.821,0.036,5.28842596491228
4,2001-10-31,GASOLINA,44072,R$/l,1.779,0.105,1.41,2.48,0.242,0.059,1.537,0.062,1.023,1.868,0.041,5.46652368421053
5,2001-11-30,GASOLINA,36267,R$/l,1.78,0.106,1.44,2.45,0.229,0.059,1.552,0.061,1.08,1.91,0.039,5.43274736842105
6,2001-12-31,GASOLINA,40362,R$/l,1.775,0.107,1.38,2.45,0.229,0.06,1.546,0.061,1.071,1.895,0.04,5.38323245614035
7,2002-01-31,GASOLINA,43470,R$/l,1.588,0.124,1.17,2.45,0.223,0.078,1.365,0.097,0.69,1.818,0.071,4.80996842105263
8,2002-02-28,GASOLINA,38348,R$/l,1.509,0.1,1.17,2.45,0.213,0.066,1.296,0.053,0.829,1.697,0.041,4.56115105263158
9,2002-03-31,GASOLINA,38410,R$/l,1.574,0.115,1.239,2.45,0.251,0.073,1.323,0.066,0.833,1.774,0.05,4.7559652631579
10,2002-04-30,GASOLINA,47414,R$/l,1.713,0.113,1.36,2.67,0.266,0.066,1.447,0.078,0.835,1.806,0.054,5.17326
11,2002-05-31,GASOLINA,49569,R$/l,1.722,0.106,1.37,2.67,0.238,0.061,1.484,0.059,0.972,1.806,0.04,5.18352210526316
12,2002-06-30,GASOLINA,38863,R$/l,1.711,0.109,1.369,2.67,0.236,0.064,1.475,0.057,0.909,1.852,0.039,5.12549561403509
13,2002-07-31,GASOLINA,57752,R$/l,1.767,0.124,1.309,2.67,0.257,0.07,1.51,0.069,0.934,1.884,0.046,5.24551
14,2002-08-31,GASOLINA,46852,R$/l,1.751,0.119,1.39,2.47,0.239,0.068,1.512,0.065,0.971,1.843,0.043,5.1381098245614
15,2002-09-30,GASOLINA,39964,R$/l,1.742,0.118,1.37,2.45,0.23,0.068,1.512,0.065,0.962,1.961,0.043,5.04079789473684
16,2002-10-31,GASOLINA,41545,R$/l,1.761,0.109,1.35,2.45,0.233,0.062,1.528,0.065,0.984,1.84,0.043,5.02163052631579
17,2002-11-30,GASOLINA,36226,R$/l,1.978,0.113,1.49,2.74,0.299,0.057,1.678,0.104,1.05,2.497,0.062,5.50612736842105
18,2002-12-31,GASOLINA,44705,R$/l,2.001,0.14,1.59,2.95,0.293,0.07,1.708,0.081,1.149,2.209,0.047,5.38795578947368
19,2003-01-31,GASOLINA,36694,R$/l,2.16,0.136,1.699,2.95,0.304,0.063,1.856,0.102,1.18,2.391,0.055,5.67397894736842
20,2003-02-28,GASOLINA,36200,R$/l,2.223,0.143,1.739,2.95,0.296,0.064,1.927,0.099,1.261,2.482,0.051,5.7486
21,2003-03-31,GASOLINA,39311,R$/l,2.215,0.143,1.79,2.95,0.268,0.065,1.947,0.087,1.31,2.394,0.045,5.63931228070175
22,2003-04-30,GASOLINA,42127,R$/l,2.195,0.149,1.72,2.95,0.255,0.068,1.941,0.085,1.262,2.35,0.044,5.52947456140351
23,2003-05-31,GASOLINA,36221,R$/l,2.113,0.136,1.749,2.85,0.245,0.064,1.869,0.08,1.24,2.321,0.043,5.28880192982456
24,2003-06-30,GASOLINA,40291,R$/l,2.026,0.143,1.669,2.86,0.238,0.071,1.788,0.085,1.153,2.227,0.047,5.08028385964912
25,2003-07-31,GASOLINA,41828,R$/l,1.971,0.138,1.62,2.85,0.237,0.07,1.734,0.079,1.17,2.27,0.045,4.97694789473684
26,2003-08-31,GASOLINA,35935,R$/l,1.975,0.132,1.63,2.85,0.24,0.067,1.735,0.077,1.158,2.137,0.044,5.00160087719298
27,2003-09-30,GASOLINA,43291,R$/l,2.003,0.127,1.64,2.85,0.247,0.063,1.757,0.073,1.158,2.22,0.042,5.05915631578947
28,2003-10-31,GASOLINA,37608,R$/l,1.997,0.128,1.62,2.85,0.243,0.064,1.755,0.069,1.19,2.39,0.039,5.0026601754386
29,2003-11-30,GASOLINA,35911,R$/l,1.993,0.128,1.62,2.85,0.246,0.064,1.747,0.069,1.51,2.125,0.039,4.97935315789474
30,2003-12-31,GASOLINA,44759,R$/l,1.998,0.125,1.61,2.85,0.246,0.063,1.753,0.07,1.451,2.149,0.04,4.97466947368421
31,2004-01-31,GASOLINA,35766,R$/l,2.007,0.126,1.61,2.85,0.246,0.063,1.761,0.07,1.52,2.149,0.039,4.97559947368421
32,2004-02-29,GASOLINA,35740,R$/l,2.003,0.131,1.61,2.85,0.254,0.065,1.749,0.075,1.49,2.158,0.043,4.93475947368421
33,2004-03-31,GASOLINA,44631,R$/l,1.981,0.139,1.559,2.85,0.264,0.07,1.717,0.08,1.4,2.328,0.046,4.85657789473684
34,2004-04-30,GASOLINA,35862,R$/l,1.972,0.14,1.56,2.85,0.263,0.071,1.709,0.08,1.37,2.188,0.047,4.79541964912281
35,2004-05-31,GASOLINA,43335,R$/l,2.086,0.143,1.529,2.85,0.33,0.069,1.756,0.08,1.146,2.214,0.046,5.02835789473684
36,2004-06-30,GASOLINA,56676,R$/l,2.157,0.148,1.56,2.89,0.347,0.069,1.81,0.088,1.17,2.735,0.049,5.14993210526316
37,2004-07-31,GASOLINA,50174,R$/l,2.203,0.14,1.59,3,0.341,0.064,1.862,0.074,1.477,2.473,0.04,5.20642333333333
38,2004-08-31,GASOLINA,60595,R$/l,2.226,0.139,1.69,3,0.337,0.062,1.889,0.075,1.325,2.258,0.04,5.20962105263158
39,2004-09-30,GASOLINA,52104,R$/l,2.232,0.143,1.69,3,0.333,0.064,1.899,0.076,1.45,2.279,0.04,5.17589052631579
40,2004-10-31,GASOLINA,49917,R$/l,2.262,0.145,1.69,3.1,0.339,0.064,1.923,0.08,1.475,2.325,0.042,5.21807684210526
41,2004-11-30,GASOLINA,59375,R$/l,2.214,0.148,1.709,3.1,0.276,0.067,1.938,0.084,1.53,2.551,0.043,5.0922
42,2004-12-31,GASOLINA,52358,R$/l,2.303,0.146,1.849,3.1,0.296,0.063,2.007,0.081,1.518,2.51,0.04,5.26376912280702
43,2005-01-31,GASOLINA,58210,R$/l,2.296,0.146,1.87,3.22,0.287,0.064,2.009,0.079,1.477,2.51,0.039,5.21796210526316
44,2005-02-28,GASOLINA,46568,R$/l,2.285,0.15,1.92,3.22,0.28,0.066,2.005,0.078,1.477,2.444,0.039,5.17732894736842
45,2005-03-31,GASOLINA,56656,R$/l,2.291,0.144,1.94,3.22,0.29,0.063,2.001,0.077,1.477,2.49,0.038,5.17886578947368
46,2005-04-30,GASOLINA,49555,R$/l,2.302,0.157,1.929,3.2,0.289,0.068,2.013,0.09,1.477,2.565,0.045,5.16940350877193
47,2005-05-31,GASOLINA,58946,R$/l,2.283,0.16,1.845,3.2,0.286,0.07,1.997,0.093,1.477,2.505,0.047,5.09229157894737
48,2005-06-30,GASOLINA,52438,R$/l,2.256,0.172,1.698,3.2,0.286,0.076,1.97,0.097,1.477,2.529,0.049,5.0407747368421
49,2005-07-31,GASOLINA,49437,R$/l,2.267,0.165,1.88,3.2,0.289,0.073,1.978,0.095,1.64,2.564,0.048,5.08285263157895
50,2005-08-31,GASOLINA,31856,R$/l,2.273,0.162,1.889,3.2,0.293,0.071,1.98,0.093,1.735,2.552,0.047,5.10986350877193
51,2005-09-30,GASOLINA,31701,R$/l,2.401,0.188,1.89,3.6,0.328,0.078,2.073,0.134,1.799,2.94,0.065,5.42499631578947
52,2005-10-31,GASOLINA,43735,R$/l,2.47,0.161,1.979,3.37,0.295,0.065,2.175,0.097,1.729,2.834,0.045,5.60386666666667
53,2005-11-30,GASOLINA,56700,R$/l,2.478,0.163,1.87,3.3,0.298,0.066,2.18,0.093,1.84,2.78,0.043,5.59593263157895
54,2005-12-31,GASOLINA,49443,R$/l,2.483,0.162,2.04,3.3,0.295,0.065,2.188,0.094,1.95,2.8,0.043,5.58979929824561
55,2006-01-31,GASOLINA,57239,R$/l,2.511,0.16,2.08,3.5,0.299,0.064,2.212,0.088,2,2.748,0.04,5.65327421052632
56,2006-02-28,GASOLINA,42334,R$/l,2.523,0.16,2.07,3.3,0.307,0.063,2.216,0.087,2,2.788,0.039,5.63956894736842
57,2006-03-31,GASOLINA,56264,R$/l,2.587,0.153,2.12,3.5,0.316,0.059,2.271,0.084,2,2.762,0.037,5.78217192982456
58,2006-04-30,GASOLINA,46927,R$/l,2.595,0.158,2.155,3.3,0.308,0.061,2.287,0.082,2,2.779,0.036,5.81052368421053
59,2006-05-31,GASOLINA,56298,R$/l,2.582,0.158,1.87,3.3,0.306,0.061,2.276,0.084,1.807,2.874,0.037,5.80044035087719
60,2006-06-30,GASOLINA,49579,R$/l,2.545,0.172,2.14,3.3,0.299,0.068,2.246,0.084,1.834,2.707,0.037,5.70035350877193
61,2006-07-31,GASOLINA,50363,R$/l,2.557,0.165,2.14,3.5,0.311,0.065,2.246,0.084,2.03,2.756,0.037,5.69358666666667
62,2006-08-31,GASOLINA,57666,R$/l,2.559,0.166,2.089,3.3,0.308,0.065,2.251,0.084,1.91,2.747,0.037,5.68995894736842
63,2006-09-30,GASOLINA,48062,R$/l,2.554,0.166,2.099,3.3,0.312,0.065,2.242,0.085,1.91,2.747,0.038,5.66226280701754
64,2006-10-31,GASOLINA,47567,R$/l,2.547,0.164,2.149,3.5,0.317,0.064,2.23,0.086,2,2.722,0.039,5.6337852631579
65,2006-11-30,GASOLINA,47122,R$/l,2.538,0.166,2.13,3.3,0.318,0.065,2.22,0.086,1.955,2.74,0.039,5.59295052631579
66,2006-12-31,GASOLINA,42822,R$/l,2.531,0.166,2.12,3.3,0.332,0.066,2.199,0.09,2,2.696,0.041,5.54422210526316
67,2007-01-31,GASOLINA,57029,R$/l,2.523,0.167,2.08,3.3,0.333,0.066,2.19,0.086,2,2.653,0.039,5.51253368421053
68,2007-02-28,GASOLINA,49770,R$/l,2.516,0.167,1.96,3.3,0.333,0.066,2.183,0.086,1.701,2.626,0.039,5.47516912280702
69,2007-03-31,GASOLINA,49574,R$/l,2.518,0.162,2.088,3.3,0.336,0.064,2.182,0.084,1.949,2.646,0.038,5.46759403508772
70,2007-04-30,GASOLINA,49276,R$/l,2.532,0.154,2.119,3.31,0.327,0.061,2.205,0.082,1.91,2.637,0.037,5.48289052631579
71,2007-05-31,GASOLINA,61607,R$/l,2.54,0.155,2.07,3.3,0.326,0.061,2.214,0.081,1.95,2.657,0.037,5.49843157894737
72,2007-06-30,GASOLINA,49165,R$/l,2.527,0.157,2.079,3.3,0.345,0.062,2.182,0.087,1.958,2.62,0.04,5.46851666666667
73,2007-07-31,GASOLINA,57896,R$/l,2.507,0.16,2.09,3.3,0.361,0.064,2.146,0.092,1.905,2.592,0.043,5.41380052631579
74,2007-08-31,GASOLINA,41748,R$/l,2.487,0.164,2.07,3.3,0.356,0.066,2.131,0.091,1.908,2.699,0.043,5.35839421052632
75,2007-09-30,GASOLINA,34809,R$/l,2.471,0.17,2,3.3,0.349,0.069,2.122,0.09,1.93,2.69,0.042,5.28143736842105
76,2007-10-31,GASOLINA,43783,R$/l,2.475,0.167,2.07,3.3,0.357,0.067,2.118,0.089,1.92,2.874,0.042,5.23397368421053
77,2007-11-30,GASOLINA,34848,R$/l,2.487,0.162,2.099,3.33,0.356,0.065,2.131,0.087,1.923,2.588,0.041,5.21353736842105
78,2007-12-31,GASOLINA,38031,R$/l,2.509,0.159,2.099,3.3,0.353,0.063,2.156,0.087,1.9,2.584,0.04,5.22928421052632
79,2008-01-31,GASOLINA,40313,R$/l,2.505,0.158,2.09,3.3,0.346,0.063,2.159,0.086,1.943,2.608,0.04,5.1436
80,2008-02-29,GASOLINA,34858,R$/l,2.488,0.169,2.019,3.3,0.339,0.068,2.149,0.09,1.901,2.584,0.042,5.06111578947368
81,2008-03-31,GASOLINA,34901,R$/l,2.493,0.162,2.059,3.35,0.343,0.065,2.15,0.089,1.88,2.624,0.041,5.04810631578947
82,2008-04-30,GASOLINA,43667,R$/l,2.493,0.161,2.059,3.35,0.338,0.065,2.155,0.089,1.9,2.624,0.041,5.01574105263158
83,2008-05-31,GASOLINA,35086,R$/l,2.494,0.16,1.95,3.35,0.337,0.064,2.157,0.089,1.84,2.595,0.041,4.98756245614035
84,2008-06-30,GASOLINA,35248,R$/l,2.49,0.161,2.069,3.3,0.334,0.065,2.156,0.09,1.918,2.595,0.042,4.90923157894737
85,2008-07-31,GASOLINA,44034,R$/l,2.495,0.16,2.049,3.3,0.334,0.064,2.161,0.091,1.9,2.593,0.042,4.83242105263158
86,2008-08-31,GASOLINA,35120,R$/l,2.5,0.159,2.069,3.3,0.329,0.064,2.171,0.09,1.843,2.628,0.041,4.76491228070175
87,2008-09-30,GASOLINA,35278,R$/l,2.506,0.155,2.099,3.33,0.333,0.062,2.173,0.091,1.937,2.817,0.042,4.79041684210526
88,2008-10-31,GASOLINA,44140,R$/l,2.508,0.154,1.39,3.33,0.331,0.061,2.177,0.089,1.95,2.8,0.041,4.7894
89,2008-11-30,GASOLINA,35239,R$/l,2.513,0.151,2.157,3.33,0.333,0.06,2.18,0.088,1.932,2.8,0.04,4.75574228070175
90,2008-12-31,GASOLINA,44117,R$/l,2.518,0.153,2.17,3.33,0.337,0.061,2.181,0.088,1.95,2.8,0.04,4.74841789473684
91,2009-01-31,GASOLINA,35207,R$/l,2.516,0.155,2.149,3.33,0.335,0.062,2.181,0.088,1.95,2.733,0.04,4.75038456140351
92,2009-02-28,GASOLINA,35163,R$/l,2.518,0.154,2.099,3.34,0.337,0.061,2.181,0.09,1.92,2.71,0.041,4.77359789473684
93,2009-03-31,GASOLINA,41341,R$/l,2.514,0.157,1.99,3.34,0.338,0.062,2.176,0.093,1.877,2.71,0.043,4.75454736842105
94,2009-04-30,GASOLINA,37968,R$/l,2.5,0.157,2.09,3.33,0.34,0.063,2.16,0.097,1.81,2.71,0.045,4.76052631578947
95,2009-05-31,GASOLINA,35271,R$/l,2.487,0.163,2.059,3.33,0.336,0.066,2.151,0.098,1.83,2.7,0.046,4.74231631578947
96,2009-06-30,GASOLINA,40658,R$/l,2.488,0.165,2.099,3.33,0.345,0.066,2.143,0.1,1.791,2.7,0.047,4.74727859649123
97,2009-07-31,GASOLINA,38666,R$/l,2.492,0.157,2.088,3.33,0.341,0.063,2.151,0.097,1.82,2.7,0.045,4.75928280701754
98,2009-08-31,GASOLINA,18357,R$/l,2.498,0.156,2.049,3.33,0.339,0.062,2.159,0.096,1.828,2.7,0.044,4.78958631578947
99,2009-09-30,GASOLINA,18424,R$/l,2.488,0.15,2.043,3.333,0.323,0.06,2.165,0.095,1.657,2.79,0.044,4.78612631578947
100,2009-10-31,GASOLINA,26218,R$/l,2.528,0.15,2.05,3.39,0.326,0.059,2.202,0.099,1.528,2.859,0.045,4.84444631578947
101,2009-11-30,GASOLINA,31319,R$/l,2.551,0.146,1.963,3.5,0.331,0.057,2.22,0.096,1.111,2.819,0.043,4.88628385964912
102,2009-12-31,GASOLINA,35282,R$/l,2.556,0.144,2.059,3.33,0.331,0.056,2.225,0.094,1.62,2.877,0.042,4.89137684210526
103,2010-01-31,GASOLINA,30979,R$/l,2.586,0.138,2.119,3.33,0.333,0.053,2.253,0.091,1.549,2.665,0.04,4.96058315789474
104,2010-02-28,GASOLINA,32503,R$/l,2.611,0.144,2.04,3.49,0.341,0.055,2.27,0.094,1.624,2.744,0.041,4.97968087719298
105,2010-03-31,GASOLINA,42412,R$/l,2.578,0.16,2.115,3.499,0.349,0.062,2.229,0.098,1.31,2.955,0.044,4.86337438596491
106,2010-04-30,GASOLINA,34423,R$/l,2.555,0.166,2.117,3.33,0.357,0.065,2.198,0.097,1.643,2.99,0.044,4.77785
107,2010-05-31,GASOLINA,35934,R$/l,2.55,0.165,2.115,3.39,0.348,0.065,2.202,0.101,1.556,2.746,0.046,4.73405263157895
108,2010-06-30,GASOLINA,41355,R$/l,2.534,0.171,2.09,3.5,0.343,0.067,2.191,0.1,1.554,2.753,0.046,4.65144596491228
109,2010-07-31,GASOLINA,34592,R$/l,2.534,0.168,1.899,3.35,0.341,0.066,2.193,0.098,1.839,2.754,0.045,4.61365824561403
110,2010-08-31,GASOLINA,40852,R$/l,2.542,0.161,2.089,3.5,0.338,0.063,2.204,0.094,1.688,2.6,0.043,4.62153438596491
111,2010-09-30,GASOLINA,37097,R$/l,2.544,0.159,2.09,3.47,0.332,0.063,2.212,0.096,1.822,2.74,0.043,4.59080421052632
112,2010-10-31,GASOLINA,34698,R$/l,2.572,0.154,2.129,3.39,0.335,0.06,2.237,0.097,1.822,2.736,0.043,4.58944070175439
113,2010-11-30,GASOLINA,42551,R$/l,2.589,0.153,2.149,3.39,0.331,0.059,2.258,0.096,1.761,2.736,0.043,4.5739
114,2010-12-31,GASOLINA,35557,R$/l,2.602,0.148,2.179,3.33,0.338,0.057,2.264,0.095,1.931,2.917,0.042,4.53067543859649
115,2011-01-31,GASOLINA,38727,R$/l,2.612,0.148,2.179,3.34,0.335,0.057,2.277,0.097,1.95,2.97,0.043,4.51646877192982
116,2011-02-28,GASOLINA,30554,R$/l,2.622,0.145,2.149,3.39,0.338,0.055,2.284,0.092,1.804,2.884,0.04,4.49742
117,2011-03-31,GASOLINA,43565,R$/l,2.67,0.146,2.019,3.5,0.342,0.055,2.328,0.101,1.817,2.935,0.043,4.53291052631579
118,2011-04-30,GASOLINA,34850,R$/l,2.824,0.146,2.329,3.559,0.351,0.052,2.473,0.118,1.689,2.998,0.048,4.76364210526316
119,2011-05-31,GASOLINA,41022,R$/l,2.842,0.153,2.299,3.619,0.354,0.054,2.488,0.134,1.378,2.956,0.054,4.77156842105263
120,2011-06-30,GASOLINA,37301,R$/l,2.738,0.156,2.268,3.629,0.378,0.057,2.36,0.121,1.467,2.83,0.051,4.57630280701754
121,2011-07-31,GASOLINA,34782,R$/l,2.735,0.152,2.27,3.54,0.375,0.056,2.36,0.109,2,2.85,0.046,4.57992543859649
122,2011-08-31,GASOLINA,42852,R$/l,2.736,0.149,2.199,3.67,0.372,0.054,2.364,0.107,1.998,2.9,0.045,4.58736
123,2011-09-30,GASOLINA,35324,R$/l,2.742,0.153,2.229,3.69,0.365,0.056,2.377,0.109,2.083,2.9,0.046,4.57625368421053
124,2011-10-31,GASOLINA,38927,R$/l,2.75,0.152,2.209,3.719,0.371,0.055,2.379,0.108,2.022,2.98,0.045,4.55824561403509
125,2011-11-30,GASOLINA,39189,R$/l,2.746,0.153,2.279,3.719,0.367,0.056,2.379,0.109,2,2.98,0.046,4.52608245614035
126,2011-12-31,GASOLINA,34893,R$/l,2.75,0.148,2.279,3.679,0.373,0.054,2.377,0.108,2.01,2.899,0.045,4.50855263157895
127,2012-01-31,GASOLINA,41443,R$/l,2.743,0.151,2.259,3.599,0.368,0.055,2.375,0.108,2.001,2.855,0.045,4.50285105263158
128,2012-02-29,GASOLINA,36060,R$/l,2.734,0.155,2.29,3.69,0.38,0.057,2.354,0.113,2.023,2.855,0.048,4.47608561403509
129,2012-03-31,GASOLINA,35411,R$/l,2.74,0.149,2.259,3.69,0.385,0.054,2.355,0.11,2.032,2.95,0.047,4.48879298245614
130,2012-04-30,GASOLINA,35411,R$/l,2.742,0.15,2.259,3.69,0.377,0.055,2.365,0.109,2.01,2.855,0.046,4.47138421052632
131,2012-05-31,GASOLINA,42736,R$/l,2.737,0.154,2.199,3.719,0.371,0.056,2.366,0.111,2,2.855,0.047,4.42241578947368
132,2012-06-30,GASOLINA,34762,R$/l,2.731,0.156,2.199,3.719,0.369,0.057,2.362,0.111,2.012,2.961,0.047,4.36385052631579
133,2012-07-31,GASOLINA,39703,R$/l,2.729,0.158,2.199,3.739,0.369,0.058,2.36,0.111,2.02,2.96,0.047,4.32905578947368
134,2012-08-31,GASOLINA,38425,R$/l,2.725,0.162,2.199,3.739,0.369,0.059,2.356,0.114,2,2.95,0.048,4.25864912280702
135,2012-09-30,GASOLINA,34710,R$/l,2.723,0.161,2.249,3.769,0.365,0.059,2.358,0.113,2,2.9,0.048,4.18720964912281
136,2012-10-31,GASOLINA,42544,R$/l,2.731,0.157,2.189,3.799,0.378,0.057,2.353,0.112,1.989,2.9,0.048,4.15303649122807
137,2012-11-30,GASOLINA,35563,R$/l,2.747,0.152,2.229,3.799,0.394,0.055,2.353,0.11,2.021,2.927,0.047,4.17640385964912
138,2012-12-31,GASOLINA,36046,R$/l,2.754,0.147,2.269,3.799,0.387,0.053,2.367,0.107,2.014,2.89,0.045,4.18849578947368
139,2013-01-31,GASOLINA,41990,R$/l,2.763,0.148,2.229,3.899,0.386,0.054,2.377,0.109,2.08,2.895,0.046,4.16922157894737
140,2013-02-28,GASOLINA,34665,R$/l,2.887,0.146,2.39,3.899,0.424,0.051,2.463,0.106,2.095,2.965,0.043,4.33911035087719
141,2013-03-31,GASOLINA,34663,R$/l,2.886,0.148,2.44,3.939,0.401,0.051,2.485,0.104,2.125,2.944,0.042,4.32292421052632
142,2013-04-30,GASOLINA,39290,R$/l,2.876,0.152,2.39,3.939,0.397,0.053,2.479,0.103,2.078,2.95,0.042,4.29734947368421
143,2013-05-31,GASOLINA,38624,R$/l,2.862,0.16,2.329,3.929,0.396,0.056,2.466,0.111,2.1,2.98,0.045,4.26889894736842
144,2013-06-30,GASOLINA,34590,R$/l,2.848,0.168,2.309,3.699,0.4,0.059,2.448,0.113,2.12,2.971,0.046,4.24801684210526
145,2013-07-31,GASOLINA,42206,R$/l,2.839,0.17,2.255,3.699,0.397,0.06,2.442,0.115,2.082,2.95,0.047,4.19723736842105
146,2013-08-31,GASOLINA,35609,R$/l,2.835,0.169,2.349,3.699,0.401,0.06,2.434,0.117,2.082,2.95,0.048,4.17839210526316
147,2013-09-30,GASOLINA,37335,R$/l,2.834,0.168,2.37,3.699,0.4,0.059,2.434,0.116,2.025,2.942,0.048,4.16946035087719
148,2013-10-31,GASOLINA,40480,R$/l,2.834,0.169,2.35,3.699,0.392,0.06,2.442,0.115,2.025,2.972,0.047,4.09488140350877
149,2013-11-30,GASOLINA,34574,R$/l,2.841,0.166,2.33,3.99,0.395,0.058,2.446,0.115,2.025,2.961,0.047,4.06213157894737
150,2013-12-31,GASOLINA,39688,R$/l,2.946,0.155,2.419,4.079,0.426,0.053,2.52,0.114,2.131,3.037,0.045,4.19727473684211
151,2014-01-31,GASOLINA,38021,R$/l,2.956,0.156,2.528,4.099,0.405,0.053,2.551,0.109,2.2,3.062,0.043,4.18040631578947
152,2014-02-28,GASOLINA,34536,R$/l,2.955,0.158,2.499,4.159,0.395,0.053,2.56,0.113,2.224,3.306,0.044,4.15410789473684
153,2014-03-31,GASOLINA,36567,R$/l,2.98,0.15,2.499,4.159,0.395,0.05,2.585,0.108,2.212,3.105,0.042,4.16938596491228
154,2014-04-30,GASOLINA,40925,R$/l,2.988,0.152,2.49,4.159,0.394,0.051,2.594,0.106,2.213,3.2,0.041,4.09303578947368
155,2014-05-31,GASOLINA,34438,R$/l,2.978,0.157,2.1,4.159,0.389,0.053,2.589,0.109,2.27,3.163,0.042,4.03858596491228
156,2014-06-30,GASOLINA,36480,R$/l,2.966,0.163,2.499,4.159,0.393,0.055,2.573,0.11,2.25,3.163,0.043,4.02907684210526
157,2014-07-31,GASOLINA,40985,R$/l,2.957,0.171,2.488,4.169,0.393,0.058,2.564,0.113,2.23,3.167,0.044,4.0552401754386
158,2014-08-31,GASOLINA,34448,R$/l,2.96,0.169,2.488,4.169,0.399,0.057,2.561,0.113,2.24,3.153,0.044,4.09103157894737
159,2014-09-30,GASOLINA,39519,R$/l,2.963,0.165,2.499,4.169,0.404,0.056,2.559,0.116,2.22,3.136,0.045,4.10921315789474
160,2014-10-31,GASOLINA,37883,R$/l,2.96,0.166,2.45,4.159,0.403,0.056,2.557,0.115,2.22,3.298,0.045,4.09466666666667
161,2014-11-30,GASOLINA,34316,R$/l,3.009,0.17,2.45,4.369,0.43,0.056,2.579,0.117,2.24,3.171,0.045,4.14766894736842
162,2014-12-31,GASOLINA,42745,R$/l,3.031,0.171,2.499,4.299,0.424,0.056,2.607,0.121,2.223,3.218,0.046,4.12588228070175
